far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
poston1-15479,2-poston,Brawley,CA,Glendale,AZ,1945-08-14 00:00:00,33.096382,-115.280168,33.531753,-112.177935
poston1-15487,2-poston,El Centro,CA,Glendale,AZ,1945-11-18 00:00:00,32.770275,-115.598602,33.531753,-112.177935
poston1-15488,2-poston,El Centro,CA,Glendale,AZ,1945-11-18 00:00:00,32.770275,-115.598602,33.531753,-112.177935
poston1-15498,2-poston,Dinuba,CA,Greeley,CO,1943-09-22 00:00:00,36.509532,-119.395365,40.384991,-104.680631
poston1-15500,2-poston,Visalia,CA,Lindsay,CA,1945-09-21 00:00:00,36.303793,-119.375646,36.20301,-119.08816
poston1-15501,2-poston,Visalia,CA,Lindsay,CA,1945-09-21 00:00:00,36.303793,-119.375646,36.20301,-119.08816
poston1-15502,2-poston,San Diego,CA,Chicago,IL,1945-06-05 00:00:00,32.724103,-117.170912,41.88531,-87.62213
poston1-15503,2-poston,San Diego,CA,Salt Lake City,UT,1942-09-24 00:00:00,32.724103,-117.170912,40.756095,-111.900719
poston1-15504,2-poston,San Diego,CA,Ft Douglas,UT,1943-05-24 00:00:00,32.724103,-117.170912,,
poston1-15506,2-poston,San Diego,CA,Milwaukee,WI,1944-03-28 00:00:00,32.724103,-117.170912,43.011264,-87.958409
poston1-15507,2-poston,Watsonville,CA,Chicago,IL,1944-03-21 00:00:00,36.98025,-121.74696,41.88531,-87.62213
poston1-15508,2-poston,Watsonville,CA,Chicago,IL,1945-08-21 00:00:00,36.98025,-121.74696,41.88531,-87.62213
poston1-15509,2-poston,Watsonville,CA,Chicago,IL,1945-08-21 00:00:00,36.98025,-121.74696,41.88531,-87.62213
poston1-15510,2-poston,Watsonville,CA,Chicago,IL,1945-05-10 00:00:00,36.98025,-121.74696,41.88531,-87.62213
poston1-15511,2-poston,Watsonville,CA,Chicago,IL,1945-08-21 00:00:00,36.98025,-121.74696,41.88531,-87.62213
poston1-15513,2-poston,Stockton,CA,Kansas City,MO,1943-10-27 00:00:00,37.672196,-121.298794,39.102404,-94.598583
