far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
tulelake1-18640,10-tulelake,Boring,OR,Columbus,OH,1945-12-25 00:00:00,45.411842,-122.37642,40.100924,-83.013402
tulelake1-18641,10-tulelake,Fresno,CA,Loomis,CA,1946-01-14 00:00:00,36.8411,-119.801015,38.814428,-121.176622
tulelake1-18645,10-tulelake,Sacramento,CA,Sacto,CA,1946-01-18 00:00:00,38.380456,-121.555406,,
tulelake1-18646,10-tulelake,Los Angeles,CA,Chicago,IL,1945-11-08 00:00:00,33.973951,-118.248405,41.88531,-87.62213
tulelake1-18647,10-tulelake,Sacramento,CA,Sacto,CA,1946-01-18 00:00:00,38.380456,-121.555406,,
tulelake1-18648,10-tulelake,Sacramento,CA,Sacto,CA,1945-11-19 00:00:00,38.380456,-121.555406,,
tulelake1-18649,10-tulelake,Los Angeles,CA,Chicago,ID,1946-03-07 00:00:00,33.973951,-118.248405,,
tulelake1-18653,10-tulelake,Boring,OR,Columbus,OH,1945-12-25 00:00:00,45.411842,-122.37642,40.100924,-83.013402
tulelake1-18655,10-tulelake,Fresno,CA,Loomis,CA,1946-01-14 00:00:00,36.8411,-119.801015,38.814428,-121.176622
tulelake1-18656,10-tulelake,Delano,CA,Sacto,CA,1945-12-28 00:00:00,35.779507,-119.200825,,
tulelake1-18657,10-tulelake,Portland,OR,Lodi,CA,1945-09-21 00:00:00,45.507856,-122.690794,38.111356,-121.172415
tulelake1-18658,10-tulelake,Sacramento,CA,Japan,JAPAN,1946-02-19 00:00:00,38.380456,-121.555406,35.662,139.653
tulelake1-18659,10-tulelake,Los Angeles,CA,Chicago,IL,1946-03-07 00:00:00,33.973951,-118.248405,41.88531,-87.62213
tulelake1-18660,10-tulelake,Hood River,OR,Shakopee,MN,1943-05-26 00:00:00,45.7054,-121.52146,44.79861,-93.51944
tulelake1-18662,10-tulelake,Sacramento,CA,Sacto,CA,1945-11-19 00:00:00,38.380456,-121.555406,,
tulelake1-18663,10-tulelake,Arvin,CA,Bingham Can,VT,1945-11-14 00:00:00,35.20913,-118.82843,,
tulelake1-18664,10-tulelake,Sacramento,CA,Sacto,CA,1946-01-18 00:00:00,38.380456,-121.555406,,
tulelake1-18666,10-tulelake,Lodi,CA,Japan,JAPAN,1946-02-19 00:00:00,38.111356,-121.172415,35.662,139.653
tulelake1-18667,10-tulelake,Los Angeles,CA,Chicago,IL,1946-01-07 00:00:00,33.973951,-118.248405,41.88531,-87.62213
tulelake1-18668,10-tulelake,Los Angeles,CA,Chicago,IL,1945-11-08 00:00:00,33.973951,-118.248405,41.88531,-87.62213
tulelake1-18669,10-tulelake,Los Angeles,CA,Sacto,CA,1946-03-05 00:00:00,33.973951,-118.248405,,
