far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
granada1-8959,4-amache,Fresno,CA,Boulder,CO,3/25/1945,36.8411,-119.801015,40.049468,-105.201421
granada1-8960,4-amache,Fresno,CA,Boulder,CO,3/25/1945,36.8411,-119.801015,40.049468,-105.201421
granada1-8961,4-amache,Walnut Grove,CA,Stockton,CA,9/19/1945,38.2559,-121.50835,37.672196,-121.298794
granada1-8962,4-amache,Walnut Grove,CA,Stockton,CA,9/19/1945,38.2559,-121.50835,37.672196,-121.298794
granada1-8963,4-amache,Walnut Grove,CA,Ft. Logan,CO,9/5/1945,38.2559,-121.50835,,
granada1-8964,4-amache,Walnut Grove,CA,Ft. Logan,CO,8/20/1945,38.2559,-121.50835,,
granada1-8965,4-amache,Walnut Grove,CA,Stockton,CA,9/19/1945,38.2559,-121.50835,37.672196,-121.298794
granada1-8966,4-amache,Walnut Grove,CA,Stockton,CA,9/19/1945,38.2559,-121.50835,37.672196,-121.298794
granada1-8967,4-amache,Walnut Grove,CA,Stockton,CA,9/19/1945,38.2559,-121.50835,37.672196,-121.298794
granada1-8968,4-amache,,,Stockton,CA,9/19/1945,,,37.672196,-121.298794
granada1-8969,4-amache,Livingston,CA,Cleveland,OH,1/21/1944,37.358769,-120.750082,41.489381,-81.667486
granada1-8970,4-amache,Livingston,CA,Cleveland,OH,1/21/1944,37.358769,-120.750082,41.489381,-81.667486
granada1-8972,4-amache,Sacramento,CA,Granada,CO,9/18/1944,38.380456,-121.555406,37.870309,-102.367626
granada1-8973,4-amache,Sacramento,CA,Los Angeles,CA,10/13/1945,38.380456,-121.555406,33.973951,-118.248405
granada1-8974,4-amache,Sacramento,CA,Los Angeles,CA,9/10/1945,38.380456,-121.555406,33.973951,-118.248405
granada1-8975,4-amache,Sacramento,CA,Los Angeles,CA,10/13/1945,38.380456,-121.555406,33.973951,-118.248405
granada1-8976,4-amache,Sacramento,CA,Los Angeles,CA,10/13/1945,38.380456,-121.555406,33.973951,-118.248405
granada1-8977,4-amache,Sacramento,CA,Chicago,IL,4/15/1945,38.380456,-121.555406,41.88531,-87.62213
granada1-8978,4-amache,Sacramento,CA,Los Angeles,CA,10/13/1945,38.380456,-121.555406,33.973951,-118.248405
granada1-8980,4-amache,Los Angeles,CA,Chicago,IL,6/15/1944,33.973951,-118.248405,41.88531,-87.62213
granada1-8981,4-amache,Los Angeles,CA,Chicago,IL,1/2/1943,33.973951,-118.248405,41.88531,-87.62213
granada1-8982,4-amache,Los Angeles,CA,Japan,JAPAN,8/30/1943,33.973951,-118.248405,35.662,139.653
granada1-8983,4-amache,Los Angeles,CA,Japan,JAPAN,8/30/1943,33.973951,-118.248405,35.662,139.653
granada1-8984,4-amache,Los Angeles,CA,Cincinnati,OH,5/22/1945,33.973951,-118.248405,39.166759,-84.53822
granada1-8985,4-amache,Honolulu,HI,Lincoln,NE,9/11/1944,24.859832,-168.021815,40.865142,-96.823133
granada1-8986,4-amache,Santa Ana,CA,Japan,JAPAN,8/30/1943,33.74822,-117.858473,35.662,139.653
granada1-8987,4-amache,Santa Ana,CA,Japan,JAPAN,8/30/1943,33.74822,-117.858473,35.662,139.653
